,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,City
6678,1.0003161591126008e+18,Suburban Feel with a City Vibe,60490397,Michael,0.0,Beverly,41.70982914,-87.65911427,Entire home/apt,321.0,2,2,2024-03-17,2.0,1,256,2,R23000112408,Chicago
6679,1.0006041996505958e+18,Charming 3 Bedroom Apartment | Rogers Park,4645416,Ivan,0.0,West Ridge,42.00983,-87.69561,Entire home/apt,86.0,1,11,2024-03-20,3.44,3,162,11,R23000109590,Chicago
6680,1.0006385996251727e+18,Stunning Gold Coast Studio,509411955,Cameel,0.0,Near North Side,41.90118892,-87.63290867,Entire home/apt,112.0,30,0,No Review,0.0,5,292,0,R23000102342,Chicago
6681,1.0006931545082444e+18,Private Bedroom in Norwood Park,128265803,Victor,0.0,Norwood Park,41.99586,-87.78579,Private room,42.0,2,10,2024-03-16,1.9,14,315,10,R21000062930,Chicago
6682,1.0006977947216408e+18,Downtown Chicago Humble Abode!,46149820,Carole,0.0,Near North Side,41.90387927,-87.64069668,Entire home/apt,100.0,32,0,No Review,0.0,1,196,0,City registration pending,Chicago
6683,1.0007995301088852e+18,The Downtown Oasis (2BD / 2BA),1118796,Stephanie,0.0,Loop,41.87151127,-87.63013166,Entire home/apt,195.0,8,4,2024-03-08,1.3,16,272,4,R23000109520,Chicago
6684,1.0008112178545926e+18,The Areal Oasis,1118796,Stephanie,0.0,Loop,41.86859905,-87.63057265,Entire home/apt,153.0,8,4,2024-01-28,1.26,16,118,4,R23000109523,Chicago
6685,1.0010071292530968e+18,Newly Remodel single family home in Avalon Park,390256200,Kurtis,0.0,Avalon Park,41.7487626,-87.5927193,Entire home/apt,219.0,32,0,No Review,0.0,2,51,0,City registration pending,Chicago
6686,1.001008118224139e+18,Self Check in 4 minutes Chinatown 9 min Downtown,540985962,Armando,0.0,Armour Square,41.8393032,-87.63268277,Private room,34.0,32,0,No Review,0.0,4,236,0,City registration pending,Chicago
6687,1.0010082638953092e+18,24h Self Check in 4 min Chinatown 9 min Downtown,540985962,Armando,0.0,Armour Square,41.840557,-87.63315038,Private room,25.0,32,0,No Review,0.0,4,333,0,City registration pending,Chicago
6688,1.0010341932690072e+18,Chicago 2 Bedroom 1 Bathroom near Downtown Loop,390256200,Kurtis,0.0,Gage Park,41.7991956,-87.6850914,Entire home/apt,82.0,32,1,2024-03-15,1.0,2,312,1,City registration pending,Chicago
6689,1.0013174763850168e+18,"Blueground | Loop, roof deck, nr Millennium Park",107434423,Blueground,0.0,Loop,41.886064,-87.624718,Entire home/apt,113.0,32,0,No Review,0.0,555,205,0,City registration pending,Chicago
6690,1.0013182113980504e+18,"Blueground | Loop, theater & lounge, on Mich Ave",107434423,Blueground,0.0,Loop,41.886064,-87.624718,Entire home/apt,113.0,32,0,No Review,0.0,555,205,0,City registration pending,Chicago
6691,1.0015234247797196e+18,"Spacious, private, 1 BR apt!",310786205,Rdr,0.0,Irving Park,41.95274053,-87.69753223,Entire home/apt,115.0,3,3,2023-11-20,0.67,1,240,3,R23000109360,Chicago
6692,1.0024029993868632e+18,Condo Overlooking The City,89224071,Devon,0.0,Rogers Park,42.0192585,-87.6758959,Private room,67.0,1,2,2024-03-18,2.0,1,65,2,R24000113494,Chicago
6693,1.0024734293555982e+18,Private BR - 9 min to downtown,514776477,Ralph,0.0,Bridgeport,41.83002077,-87.64585833,Private room,45.0,1,7,2024-02-04,1.62,64,266,7,R23000100627,Chicago
6694,1.0024978096949528e+18,"Six Minutes to McCormick Place, 3 bedroom house",279104798,Evan,0.0,Douglas,41.82513429,-87.61698571,Entire home/apt,184.0,2,2,2024-02-19,0.71,3,352,2,R23000109526,Chicago
6695,1.0028418111771697e+18,Logan Sq Garden Apartment,95000382,John,0.0,Logan Square,41.92168,-87.71606,Entire home/apt,86.0,32,0,No Review,0.0,1,239,0,City registration pending,Chicago
6696,1.0028555229402112e+18,3-bedroom 2-bathroom unit,515855788,Hatice,0.0,Near West Side,41.87028996,-87.68783763,Entire home/apt,142.0,32,3,2024-03-02,0.62,12,268,3,R23000105986,Chicago
6697,1.0030135169753329e+18,Spacious 2B2B Condo w/ Parking,219351084,Katie,0.0,Near West Side,41.87416191,-87.64095926,Entire home/apt,110.0,365,0,No Review,0.0,1,357,0,City registration pending,Chicago
6698,1.0030178017138575e+18,West Town Gem-Perfect for Travelers!,102792406,Troy,0.0,West Town,41.89461515,-87.66562294,Entire home/apt,288.0,28,0,No Review,0.0,2,269,0,R23000109208,Chicago
6699,1.003033063259387e+18,Apartment in East Rogers Park,53089464,Nikki & Ben,0.0,Rogers Park,41.99876,-87.66234,Entire home/apt,109.0,2,6,2024-03-17,2.17,1,115,6,R23000110178,Chicago
6700,1.003254934277466e+18,Game Day Getaway - 3BR in Vibrant Wrigleyville,264445549,Rmk,0.0,Lake View,41.9517076,-87.6604153,Entire home/apt,229.0,2,6,2024-03-18,1.28,6,168,6,R23000112521,Chicago
6701,1.0033805691654028e+18,"Blueground | River N, coffee shop & gym, nr lake",107434423,Blueground,0.0,Near North Side,41.8950138,-87.6279149,Entire home/apt,133.0,32,0,No Review,0.0,555,239,0,City registration pending,Chicago
6702,1.003572135121639e+18,All You Need-Safe Edgewater Stud,34136361,Elisa,0.0,Edgewater,41.99419,-87.65817,Entire home/apt,50.0,70,0,No Review,0.0,1,185,0,City registration pending,Chicago
6703,1.0035722842736536e+18,Cozy 2 Bedroom Northwest side Apartment,542108638,Royden,0.0,Irving Park,41.9401465,-87.7334024,Entire home/apt,100.0,3,2,2024-01-12,0.61,1,87,2,R23000111442,Chicago
6704,1.0036139730317756e+18,Cozy Blue Long-Stay Getaway,46363311,Sean,0.0,North Center,41.93789506,-87.68453479,Entire home/apt,151.0,1,6,2024-03-19,1.51,1,192,6,R23000110308,Chicago
6705,1.0036889673622792e+18,1861 lalaSAFARI | 2 BD 2 BA Bucktown Flat,542143251,Eduardo,0.0,Logan Square,41.91632142,-87.68519833,Entire home/apt,225.0,2,3,2024-02-25,0.75,1,195,3,R23000102753,Chicago
6706,1.0040078838581028e+18,The Chill SLOT Chicago Private ROOM,111286942,Brandon,0.0,North Lawndale,41.85788,-87.71266,Private room,71.0,1,3,2024-02-19,0.58,2,179,3,R23000100238,Chicago
6707,1.0042640392196814e+18,1-bedroom unit w/FREE Parking,533550346,Mutlu,0.0,West Town,41.90499112,-87.67184719,Entire home/apt,186.0,32,3,2024-01-08,0.64,2,267,3,R23000105773,Chicago
6708,1.0043289509206652e+18,The CHiLL SLOT Chicago,111286942,Brandon,0.0,North Lawndale,41.85643239,-87.71386828,Entire home/apt,111.0,1,9,2024-03-17,2.25,2,200,9,R23000100238,Chicago
6709,1.0044993256473212e+18,Modern and Cozy 1 BD in Humboldt Park,80500920,Amanda,0.0,Humboldt Park,41.9080079,-87.7213246,Entire home/apt,96.0,3,1,2023-11-12,0.22,2,86,1,R23000109878,Chicago
6710,1.0045384475902612e+18,Perfect KIng Suite @Hotel Blake,375678301,Serenity,0.0,Loop,41.87389,-87.62981,Private room,100.0,32,0,No Review,0.0,1,179,0,City registration pending,Chicago
6711,1.0046562515505102e+18,Private Room in Norwood Park,128265803,Victor,0.0,Norwood Park,41.99391725,-87.78741833,Private room,39.0,2,6,2024-01-27,1.51,14,294,6,R21000062930,Chicago
6712,1.00468788879698e+18,BR 15 min to Downtown - New Home,514776477,Ralph,0.0,Bridgeport,41.84036194,-87.64207532,Private room,39.0,1,5,2024-02-26,1.09,64,243,5,R23000109597,Chicago
6713,1.0049029032715016e+18,Beautiful condo 3B / 3B -Fast Wifi & Parking,518917937,Bella,0.0,Lake View,41.94968971,-87.65844382,Entire home/apt,200.0,32,3,2024-03-17,0.85,26,79,3,R12345678901,Chicago
6714,1.0049239572264824e+18,Room H2,3186645,Jorge,0.0,South Chicago,41.73898,-87.54944,Private room,139.0,32,0,No Review,0.0,7,24,0,City registration pending,Chicago
6715,1.0050238937060192e+18,"Blueground | S Loop, games & pool, nr park & train",107434423,Blueground,0.0,Loop,41.8694789,-87.6312255,Entire home/apt,173.0,32,0,No Review,0.0,555,2,0,City registration pending,Chicago
6716,1.0050247907814812e+18,"Blueground | Streeterville, gym, nr Mag Mile",107434423,Blueground,0.0,Near North Side,41.8897136,-87.6188114,Entire home/apt,145.0,32,0,No Review,0.0,555,211,0,City registration pending,Chicago
6717,1.0050254297507208e+18,"Blueground | Streeterville, lounge, nr Riverwalk",107434423,Blueground,0.0,Near North Side,41.8911616,-87.622263,Entire home/apt,168.0,32,0,No Review,0.0,555,251,0,City registration pending,Chicago
6718,1.0050609820555316e+18,Cozy studio near Michigan lake,538425931,Jovana,0.0,Rogers Park,42.00742,-87.67135,Entire home/apt,76.0,1,6,2024-03-20,1.53,1,56,6,R23000110105,Chicago
6719,1.0052121950396556e+18,McCormick Pl 5 bed family unit/Pool table/Parking,243035563,Studebecker,0.0,Near South Side,41.8539788,-87.62500949,Entire home/apt,358.0,2,13,2024-03-17,2.52,35,325,13,2792126,Chicago
6720,1.0054288196296056e+18,Fully Remodeled Apartment & NO Cleaning Fee,514776477,Ralph,0.0,Bridgeport,41.83986962,-87.65855197,Private room,28.0,32,0,No Review,0.0,64,257,0,City registration pending,Chicago
6721,1.005433691595804e+18,Fully Remodeled Apartment & NO Cleaning Fee,514776477,Ralph,0.0,Bridgeport,41.84094961,-87.65831338,Private room,28.0,32,0,No Review,0.0,64,251,0,City registration pending,Chicago
6722,1.0054360653680192e+18,Fully Remodeled Apartment & NO Cleaning Fee,514776477,Ralph,0.0,Bridgeport,41.84114908,-87.65692961,Private room,23.0,32,0,No Review,0.0,64,221,0,City registration pending,Chicago
6723,1.0054411401725354e+18,BR at Bridgeport - 2 guests,514776477,Ralph,0.0,Bridgeport,41.83161699,-87.64488207,Private room,39.0,1,4,2023-12-20,0.82,64,353,4,R22000080389,Chicago
6724,1.005829412201234e+18,McCormick Pl 420 friendly 2br/2ba parking/sleeps 6,370154553,Innesa,0.0,Near South Side,41.85416966,-87.62579342,Entire home/apt,181.0,2,15,2024-03-10,2.92,19,356,15,2792126,Chicago
6725,1.0058341849975552e+18,Chicago Oasis in Lincoln Square,45920039,Michael,0.0,Lincoln Square,41.97905,-87.69096,Entire home/apt,90.0,3,1,2023-12-26,0.34,2,139,1,2830747,Chicago
6726,1.0060562155051212e+18,Flexhome Avondale 2BR W1 - Parking+Patio,497660633,Flexhome,0.0,Avondale,41.9344195,-87.7130169,Entire home/apt,117.0,32,1,2023-11-29,0.26,18,85,1,City registration pending,Chicago
6727,1.0063647324570008e+18,"Blueground | S Loop, rooftop, gym & pool, nr train",107434423,Blueground,0.0,Loop,41.86948,-87.63123,Entire home/apt,123.0,32,0,No Review,0.0,555,323,0,City registration pending,Chicago
6728,1.0065253771588828e+18,"Private Bedroom, King Size Bed - Room A",541263891,Manny,0.0,Norwood Park,41.98432255,-87.822151,Private room,56.0,32,1,2024-03-03,1.0,1,187,1,City registration pending,Chicago
6729,1.006534073874196e+18,Villa Noir,336313231,Kai,0.0,Kenwood,41.81588,-87.59512,Entire home/apt,514.0,2,0,No Review,0.0,3,269,0,R24000115509,Chicago
6730,1.0065498372880164e+18,Hyde Park UChicago Medical Museums 20% OFF 2BR %3,100179,Kenneth,0.0,Woodlawn,41.78307,-87.61214,Entire home/apt,160.0,1,0,No Review,0.0,5,16,0,R17000019326,Chicago
6731,1.0068281676219116e+18,Cozy West Town Apartment,70364892,Sylvia,0.0,West Town,41.89721339,-87.66961433,Entire home/apt,168.0,32,0,No Review,0.0,2,136,0,City registration pending,Chicago
6732,1.0075082484961167e+18,Spacious 3 Bed 2-story condo,13241649,Jenny,0.0,Armour Square,41.84174,-87.63145,Entire home/apt,124.0,32,1,2024-03-19,1.0,1,88,1,City registration pending,Chicago
6733,1.0075617018845116e+18,Newly renovated studio apartment,487848793,Donald,0.0,Hegewisch,41.65510265,-87.5512721,Entire home/apt,64.0,7,0,No Review,0.0,2,108,0,R22000091936,Chicago
6734,1.0079869857508462e+18,Amazing modern home in the heart of Wicker Park,1912262,Dorothy,0.0,West Town,41.90442,-87.68235,Entire home/apt,400.0,2,0,No Review,0.0,1,344,0,R23000110213,Chicago
6735,1.0081743527761846e+18,Exquisite Stay in N. Chi Steps From The Beach,111062630,Kyriako,0.0,Rogers Park,42.0122549,-87.6647189,Entire home/apt,67.0,2,12,2024-03-17,2.57,22,269,12,R23000109583,Chicago
6736,1.0081861265267012e+18,Travel to Our Lavish Airbnb In Hip Logan Square,111062630,Kyriako,0.0,Logan Square,41.925132,-87.6911818,Entire home/apt,93.0,2,19,2024-03-19,3.99,22,242,19,R23000109584,Chicago
6737,1.0085375447427215e+18,Renovated & Fully Stocked Basement,481161866,Pm,0.0,Belmont Cragin,41.92909,-87.76011,Entire home/apt,107.0,1,7,2024-03-05,1.51,1,178,7,R22000090792,Chicago
6738,1.008603478686165e+18,"Blueground | Streeterville, steam room, furnished",107434423,Blueground,0.0,Near North Side,41.8897136,-87.6188114,Entire home/apt,212.0,32,0,No Review,0.0,555,288,0,City registration pending,Chicago
6739,1.0086677038065084e+18,South Shore Studio w/Lake View!,285083456,Marjorie,0.0,South Chicago,41.74794529,-87.56127488,Entire home/apt,33.0,33,0,No Review,0.0,3,81,0,City registration pending,Chicago
6740,1.0087046992330676e+18,I nice comfortable place to stay,538547760,Robert,0.0,Ashburn,41.75220057,-87.70299878,Entire home/apt,210.0,32,0,No Review,0.0,1,269,0,R22135479106,Chicago
6741,1.0087479932649656e+18,Luxurious Avalon Manor,521001503,Andrew,0.0,Avalon Park,41.75155736,-87.59367627,Entire home/apt,175.0,2,7,2024-01-29,1.51,1,204,7,R23000110418,Chicago
6742,1.0087742389566108e+18,2 BR &1Bath/Roscoe Village/close to Wrigley(CLY1F),131630879,Olga,0.0,North Center,41.938215,-87.6867833,Entire home/apt,63.0,32,0,No Review,0.0,5,253,0,City registration pending,Chicago
6743,1.008790461186412e+18,Edgewater Studio on Paulina,20211114,Philip,0.0,Edgewater,41.99112334,-87.67168389,Entire home/apt,81.0,2,3,2024-02-21,1.03,1,185,3,R23000109099,Chicago
6744,1.008815233647371e+18,Chicago Home Away From Home,45920039,Michael,0.0,Lincoln Square,41.98089978,-87.68941167,Entire home/apt,69.0,2,3,2024-03-18,2.65,2,129,3,2830747,Chicago
6745,1.0088319685917152e+18,Alder Room,527346478,Yuliia,0.0,North Lawndale,41.85997,-87.69469,Private room,57.0,1,7,2024-03-18,1.44,5,263,7,R23000106148,Chicago
6746,1.0089160388822204e+18,Washington Park Retreat,102245921,Faye,0.0,Washington Park,41.79735419,-87.62637802,Entire home/apt,160.0,1,3,2024-02-26,1.05,1,255,3,R23000109575,Chicago
6747,1.0091611520248992e+18,"Blueground | Streeterville, terrace, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8897136,-87.6188114,Entire home/apt,167.0,32,0,No Review,0.0,555,332,0,City registration pending,Chicago
6748,1.009306181215585e+18,Sunlight-drenched in Rogers Park,52237621,S.,0.0,Rogers Park,42.00827,-87.66465,Entire home/apt,64.0,32,0,No Review,0.0,1,90,0,City registration pending,Chicago
6749,1.0095222510239544e+18,Alojamiento Completo,539138919,Ricardo Alarcon,0.0,North Lawndale,41.85977484,-87.70907098,Entire home/apt,76.0,32,0,No Review,0.0,2,220,0,City registration pending,Chicago
6750,1.009589254597184e+18,Huge trendy Edgewater 2br | amazing location,316480624,Joseph,0.0,Edgewater,41.99469,-87.66049,Entire home/apt,104.0,1,0,No Review,0.0,19,223,0,R22000072237,Chicago
6751,1.00967056295562e+18,Cedar Room,527346478,Yuliia,0.0,North Lawndale,41.86025591,-87.69544547,Private room,57.0,1,3,2024-03-14,1.13,5,256,3,R23000106148,Chicago
6752,1.0101105155976018e+18,"Luxury Highrise, Budget, Monthly Stay Dt Chicago",478463189,Abdullah,0.0,Loop,41.88605,-87.63285,Entire home/apt,106.0,32,0,No Review,0.0,1,180,0,City registration pending,Chicago
6753,1.0101128461902066e+18,Open concept luxury home,135431483,Roger,0.0,West Garfield Park,41.88721627,-87.72181863,Entire home/apt,800.0,1,0,No Review,0.0,1,269,0,R23000109938,Chicago
6754,1.0101642448234406e+18,"Private Room, Cozy Oasis in Popular Logan Square",543443163,Benjamin,0.0,Logan Square,41.9239817,-87.7043581,Private room,50.0,1,11,2024-03-17,2.28,2,72,11,R23000101438,Chicago
6755,1.0102097413873526e+18,Home in Hyde Park/Kenwood,457678650,Matthew,0.0,Kenwood,41.80875,-87.60331,Entire home/apt,239.0,2,0,No Review,0.0,1,69,0,R23000103802,Chicago
6756,1.010257691109275e+18,Hot Tub Logan Family Designer Home,44631,Bradford,0.0,West Town,41.91138299,-87.69646671,Entire home/apt,216.0,2,11,2024-03-18,2.6,1,39,11,R23000110110,Chicago
6757,1.0102814072259382e+18,Newly Renovated Spacious Luxurious Unit,321029882,Adam,0.0,Ohare,41.97489153,-87.84102028,Entire home/apt,107.0,1,10,2024-03-18,2.26,1,237,10,R23000110571,Chicago
6758,1.0102842469448004e+18,Hyde Park by the Lake,379820347,Gabriel,0.0,Hyde Park,41.8016954,-87.6036702,Entire home/apt,95.0,32,0,No Review,0.0,5,144,0,City registration pending,Chicago
6759,1.010288390039955e+18,"5bd by Downtown, Chinatown, &SOX",144369871,Cinny,0.0,Armour Square,41.8437,-87.63556,Entire home/apt,315.0,2,1,2024-03-20,1.0,1,166,1,R23000104589,Chicago
6760,1.0106253126109774e+18,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8911616,-87.622263,Entire home/apt,139.0,32,0,No Review,0.0,555,224,0,City registration pending,Chicago
6761,1.010626200952167e+18,"Blueground | Streeterville, close to navy pier",107434423,Blueground,0.0,Near North Side,41.8897136,-87.6188114,Entire home/apt,161.0,32,1,2023-11-28,0.25,555,301,1,City registration pending,Chicago
6762,1.0107611789951324e+18,"Blueground | Streeterville, indoor pool",107434423,Blueground,0.0,Near North Side,41.8897136,-87.6188114,Entire home/apt,187.0,32,0,No Review,0.0,555,130,0,City registration pending,Chicago
6763,1.010897440865749e+18,Cozy,543458514,Eunice,0.0,West Lawn,41.773667,-87.726568,Entire home/apt,361.0,32,0,No Review,0.0,1,269,0,City registration pending,Chicago
6764,1.010907451956346e+18,"Renovated 3br Cozy Apartment, Popular Logan Square",543443163,Benjamin,0.0,Logan Square,41.92425,-87.70332,Entire home/apt,120.0,30,0,No Review,0.0,2,192,0,R23000101438,Chicago
6765,1.010988814363994e+18,Cubby Blue home - Wrigley ~Free Parking~,465428850,Stephanie And Zach,0.0,Lake View,41.9524811,-87.65367436,Entire home/apt,204.0,2,8,2024-03-10,1.64,6,149,8,R24000113261,Chicago
6766,1.0109980094152404e+18,Cozy 1-Bedroom Apartment,9851063,Jason,0.0,West Town,41.90220166,-87.67411861,Entire home/apt,106.0,2,1,2023-12-15,0.3,5,256,1,R21000064602,Chicago
6767,1.0110123656103556e+18,Fantastic West Loop 2 bedroom,137495163,David,0.0,Near West Side,41.88593051,-87.65202574,Entire home/apt,225.0,4,1,2024-03-23,1.0,3,319,1,R23000110104,Chicago
6768,1.0111982367944588e+18,BR 15 min to Downtown - New Home,514776477,Ralph,0.0,Bridgeport,41.84012432,-87.64192382,Private room,38.0,1,6,2024-01-26,1.28,64,270,6,R23000109597,Chicago
6769,1.0112017393098276e+18,BR 15 min to Downtown - New Home,514776477,Ralph,0.0,Bridgeport,41.83831541,-87.64335514,Private room,38.0,1,2,2023-11-24,0.42,64,298,2,R23000109597,Chicago
6770,1.0112042527782577e+18,BR 15 min to Downtown - New Home,514776477,Ralph,0.0,Bridgeport,41.83822,-87.64187,Private room,38.0,1,0,No Review,0.0,64,124,0,R23000109597,Chicago
6771,1.0112061368802214e+18,BR 15 min to Downtown - New Home,514776477,Ralph,0.0,Bridgeport,41.83844,-87.64203,Private room,38.0,1,4,2024-02-25,1.03,64,288,4,R23000109597,Chicago
6772,1.011528645761118e+18,Lovely Gold Coast Apartment,509411955,Cameel,0.0,Near North Side,41.90314,-87.6343,Entire home/apt,120.0,5,0,No Review,0.0,5,96,0,R23000102342,Chicago
6773,1.0115476726090564e+18,Charming Gold Coast Studio,509411955,Cameel,0.0,Near North Side,41.90301,-87.63266,Entire home/apt,115.0,5,0,No Review,0.0,5,248,0,R23000102342,Chicago
6774,1.0116506358645606e+18,Convenient Studio for Sublet,235491276,Christopher,0.0,West Town,41.9093426,-87.6609857,Entire home/apt,40.0,32,0,No Review,0.0,1,83,0,City registration pending,Chicago
6775,1.011651861018147e+18,Rogers Park Penthouse,34048366,Michael,0.0,Rogers Park,42.01056,-87.6806,Private room,95.0,1,2,2024-03-18,1.71,1,230,2,R24000113901,Chicago
6776,1.0117379374587148e+18,Home Near Wrigley with a Garage.,543749846,David,0.0,Irving Park,41.95219,-87.69689,Entire home/apt,150.0,2,15,2024-03-17,3.54,1,201,15,R23000106139,Chicago
6777,1.011799929975496e+18,"Quiet 'n Cozy Downtown Chicago - Patio, Close to L",504080250,Thomas,0.0,West Town,41.89625292,-87.66295823,Entire home/apt,109.0,32,0,No Review,0.0,3,57,0,City registration pending,Chicago
6778,1.0132022491452442e+18,Nice room w parking and laundry,285452381,Bella And Ben,0.0,Edgewater,41.9860246,-87.6642224,Private room,93.0,32,5,2024-01-23,1.39,9,75,5,R12345678901,Chicago
6779,1.0132543542839794e+18,Noir Gras  Luxury Condo,416260408,Ryan,0.0,Austin,41.87325,-87.7569,Entire home/apt,131.0,1,4,2024-03-19,0.99,1,252,4,R23000109298,Chicago
6780,1.0132558773877974e+18,Cozy Chicago Room,480826673,Karen,0.0,New City,41.79623154,-87.67510538,Private room,44.0,32,0,No Review,0.0,1,88,0,City registration pending,Chicago
6781,1.0137029853337716e+18,BR w/ full size bed - Near CTA,436959191,Yan Na,0.0,Bridgeport,41.84729572,-87.64524688,Private room,43.0,1,8,2024-02-26,2.09,20,334,8,R22000080118,Chicago
6782,1.0137400956807452e+18,Beautiful Vintage Gem!,179062204,Ivy,0.0,Irving Park,41.95416,-87.70945,Entire home/apt,135.0,32,0,No Review,0.0,1,119,0,City registration pending,Chicago
6783,1.013756559102152e+18,Iconic Journey | Navy Pier. Fitness Center,509913083,Millennium Knickerbocker,0.0,Near North Side,41.89917,-87.62285,Entire home/apt,139.0,32,276,2024-03-20,57.9,2,18,276,R52178596326,Chicago
6784,1.0137718628319537e+18,Warm & Cozy 2BR Home in Chicago,440050189,Betty And Gab,0.0,Portage Park,41.96148162,-87.74829569,Entire home/apt,79.0,1,9,2024-02-28,2.05,9,244,9,R23000110083,Chicago
6785,1.0137740302987416e+18,McCormick 2B/2Ba for up to 6 guests w Skyline view,395498979,Milan,0.0,Near South Side,41.8541198,-87.62506142,Entire home/apt,168.0,2,4,2024-02-17,0.88,77,342,4,2792126,Chicago
6786,1.013915065503497e+18,"K5. Next to downtown, noisy room",444364949,Nelson,0.0,Armour Square,41.84036,-87.63083,Private room,26.0,2,2,2024-03-02,1.13,7,222,2,R22000084091,Chicago
6787,1.013919528737644e+18,K6. Next to Downtown,444364949,Nelson,0.0,Armour Square,41.83971,-87.63234,Private room,28.0,2,10,2024-02-29,2.36,7,216,10,R22000084091,Chicago
6788,1.0139219869684218e+18,K4. Next to Downtown,444364949,Nelson,0.0,Armour Square,41.8419,-87.6318,Private room,30.0,2,6,2024-02-25,1.49,7,215,6,R22000084091,Chicago
6789,1.013923839185827e+18,Spacious Wicker Park Hideaway with Parking!,259214058,George,0.0,West Town,41.91138016,-87.6669018,Entire home/apt,104.0,3,8,2024-03-04,1.71,2,250,8,R22000086855,Chicago
6790,1.013924247312236e+18,"K1. Next to downtown, small & noisy room",444364949,Nelson,0.0,Armour Square,41.83983,-87.63265,Private room,26.0,2,3,2024-02-15,1.14,7,268,3,R22000084091,Chicago
6791,1.0139276339973236e+18,K8. Next to Downtown,444364949,Nelson,0.0,Armour Square,41.83969841,-87.63231817,Private room,26.0,2,6,2024-02-24,1.46,7,222,6,R22000084091,Chicago
6792,1.013933535525658e+18,L12. Next to downtown,442225178,Mirko,0.0,Mckinley Park,41.83434129,-87.66457194,Private room,30.0,2,6,2024-03-12,1.34,4,214,6,R22000079879,Chicago
6793,1.0139438747702816e+18,M5. Next to Downtown,450930758,Eladio,0.0,Brighton Park,41.82691,-87.69334,Private room,30.0,2,4,2024-02-22,1.03,8,216,4,R22000079859,Chicago
6794,1.0139454567978798e+18,M6. Next to Downtown,450930758,Eladio,0.0,Brighton Park,41.82511691,-87.69168293,Private room,26.0,2,6,2024-03-04,1.5,8,221,6,R22000079859,Chicago
6795,1.013947724639494e+18,M7. Next to Downtown,450930758,Eladio,0.0,Brighton Park,41.8251659,-87.6937324,Private room,30.0,2,2,2023-12-24,0.57,8,214,2,R22000079859,Chicago
6796,1.013949370128829e+18,M8. Next to Downtown,450930758,Eladio,0.0,Brighton Park,41.82464279,-87.69308988,Private room,30.0,2,9,2024-03-11,2.5,8,216,9,R22000079859,Chicago
6797,1.013961715137418e+18,Self Check in 4 minutes Chinatown 9 min Downtown,544174269,Israel,0.0,Bridgeport,41.84284555,-87.65650037,Private room,34.0,32,0,No Review,0.0,4,181,0,City registration pending,Chicago
6798,1.0139667073265444e+18,"Modern Lofted Condo w/ City View, Close to Museums",30728274,Dan,0.0,Near South Side,41.86020255,-87.62661082,Entire home/apt,188.0,2,16,2024-03-17,3.5,2,169,16,R23000109404,Chicago
6799,1.0140214143932764e+18,Loop Loft-Subway & Art Institute,532808246,Claude,0.0,Loop,41.88093442,-87.62739411,Entire home/apt,130.0,2,13,2024-03-20,2.93,2,122,13,R23000110719,Chicago
6800,1.0140404324398449e+18,The Mayfair Treehouse,19537498,Jason,0.0,Irving Park,41.9638921,-87.7410199,Entire home/apt,113.0,1,27,2024-03-18,5.7,1,183,27,R23000108990,Chicago
6801,1.0143764047482968e+18,Bucktown Haven,148068783,Angel,0.0,Logan Square,41.9143093,-87.6853838,Private room,40.0,32,0,No Review,0.0,1,269,0,City registration pending,Chicago
6802,1.014385690915234e+18,Cozy treehouse in Lincoln Park,28708891,Sam,0.0,Lincoln Park,41.93046843,-87.65314238,Entire home/apt,139.0,32,0,No Review,0.0,1,5,0,City registration pending,Chicago
6803,1.0145408389791182e+18,Spaciuos Studio Unit,516569772,AlIs,0.0,West Town,41.9027339,-87.67271091,Entire home/apt,106.0,32,3,2024-02-13,0.87,6,169,3,R23000105975,Chicago
6804,1.0145517017946188e+18,Hugh mix of vintage and modern!,68753981,Thomas,0.0,North Center,41.94219135,-87.67750003,Entire home/apt,70.0,2,15,2024-03-18,4.29,1,46,15,R23000111791,Chicago
6805,1.0145712336773937e+18,Gold Cost Condo Lakeside Queen Size Bed,525864719,Heather,0.0,Near North Side,41.90872865,-87.63069278,Entire home/apt,63.0,32,0,No Review,0.0,1,205,0,City registration pending,Chicago
6806,1.0147728257284436e+18,Chinatown 3 bedroom with Parking - near McCormick,178710732,Annie,0.0,Armour Square,41.85302,-87.63602,Entire home/apt,253.0,2,3,2024-03-18,1.45,18,205,3,R23000108681,Chicago
6807,1.0151378781791246e+18,Private room with Private bath in B&B in Lakeview,32907860,Ashley,0.0,Lake View,41.9406568,-87.6544329,Private room,55.0,1,14,2024-02-23,3.16,11,344,14,2207196,Chicago
6808,1.0153049588640975e+18,Luxurious Smart Condo,544198346,Danny,0.0,Rogers Park,42.00308412,-87.67223326,Entire home/apt,65.0,32,1,2023-12-22,0.32,2,88,1,City registration pending,Chicago
